stop_id,stop_name
3050,Kedzie & Douglas
3051,Kedzie & 15th Street
3053,Kedzie & Ogden
3055,Kedzie Pink Line Station
3057,Kedzie & 23rd Street
3058,Kedzie & 24th Street
3059,Kedzie & 25th Street
3060,Kedzie & 26th Street
3061,Kedzie & 27th Street
3062,Kedzie & 28th Street
3063,Kedzie & 30th Street
3065,3201 S Kedzie
3066,3349 S Kedzie
3067,3448 S Kedzie
3068,Kedzie & 36th Street
3070,3700 S Kedzie
3074,Kedzie & 41st Street
3075,Kedzie & 42nd Street
3076,Kedzie & 43rd Street
3078,Kedzie & 45th Street
3079,Kedzie & 46th Street
3082,Kedzie & 48th Place
3083,Kedzie Orange Line Station
3085,5000 S Kedzie
3086,Kedzie & 51st Street
3087,Kedzie & 52nd Street
3089,Kedzie & 54th Street
3090,Kedzie & 55th Street
3091,Kedzie & 56th Street
3092,Kedzie & 57th Street
3093,Kedzie & 58th Street
3095,Kedzie & 60th Street
3097,Kedzie & 62nd Street
3099,Kedzie & 63rd Place Terminal
3101,Kedzie & 62nd Street
3102,Kedzie & 61st Street
3103,Kedzie & 60th Street
3104,Kedzie & 59th Street
3105,Kedzie & 58th Street
3107,Kedzie & 56th Street
3108,Kedzie & 55th Street
3109,Kedzie & 54th Street
3110,Kedzie & 53rd Street
3111,Kedzie & 52nd Street
3112,Kedzie & 51st Street
3113,5000 S Kedzie
3115,47th Street & Kedzie
3116,Kedzie & 48th Place
3118,Kedzie & 47th Street
3119,Kedzie & 46th Street
3120,Kedzie & 45th Street
3123,Kedzie & 42nd Street
3124,Kedzie & 41st Street
3125,Kedzie & 40th Street
3128,3700 S Kedzie
3130,Kedzie & 36th Street
3131,3426 S Kedzie
3132,3349 S Kedzie
3133,3201 S Kedzie
3134,Kedzie & 31st Street
3135,Kedzie & 30th Street
3137,Kedzie & 27th Street
3141,Kedzie & 23rd Street
3147,Kedzie & 15th Street
3149,Kedzie & Douglas
3150,Kedzie & 13th Street
3152,Kedzie & Fillmore
3156,Kedzie & Harrison (Blue Line)
3158,Kedzie & Van Buren
3159,Kedzie & Jackson
3162,Kedzie & Madison
3164,Kedzie & Washington
3165,Kedzie & Lake (Green Line)
3170,Kedzie & Franklin
3173,Kedzie & Huron
3174,Kedzie & Chicago
3175,California & Chicago
3178,California & Thomas
3180,California & Potomac
3181,California & Evergreen
3182,California & Hirsch
3183,California & Le Moyne
3185,California & Wabansia
3186,1750 N California
3187,California & Cortland
3188,California & Armitage
3189,California & Point
3191,California & Palmer (Blue Line)
3192,California & Milwaukee
3194,California & Altgeld
3196,California & Logan
3197,California & Schubert
3199,California & George
3200,California & Wellington
3201,California & Barry
3205,Stony Island & 63rd/64th
3206,64th Street & Blackstone
3209,63rd Street & Kenwood
3210,63rd Street & Kimbark
3212,63rd Street & University
3213,63rd Street & Greenwood
3216,63rd Street & Drexel
3217,63rd Street & Cottage Grove
3218,63rd Street & Langley
3219,63rd Street & St. Lawrence
3220,63rd Street & Rhodes
3221,63rd Street & Eberhart
3222,63rd Street & King Drive (Green Line)
3223,63rd Street & Prairie
3224,63rd Street & Indiana
3225,63rd Street & Michigan
3226,63rd Street & Wabash
3227,63rd Street & State
3228,63rd Street & Wentworth
3229,63rd Red Line Station
3230,63rd Street & Yale
3232,63rd Street & Stewart
3233,63rd Street & Normal
3235,63rd Street & Lowe
3240,63rd Street & Aberdeen
3242,63rd Street & Throop
3243,63rd Street & Loomis
3244,63rd Street & Laflin
3245,Ashland/63rd Green Line Station
3246,63rd Street & Ashland (Green Line)
3247,63rd Street & Paulina
3248,63rd Street & Wood
3249,63rd Street & Wolcott
3251,63rd Street & Hoyne
3254,63rd Street & Oakley
3255,63rd Street & Western
3256,63rd Street & Campbell
3258,63rd Street & Washtenaw
3260,63rd Street & Francisco
3261,63rd Street & Sacramento
3262,63rd Street & Albany
3264,63rd Street & Spaulding
3265,63rd Street & Homan
3266,63rd Street & St. Louis
3267,63rd Street & Central Park
3269,63rd Street & Hamlin
3270,63rd Street & Springfield
3271,63rd Street & Pulaski
3272,63rd Street & Karlov
3274,63rd Street & Kildare
3277,63rd Street & Kilbourn
3279,63rd Street & Kilpatrick
3281,63rd Street & Cicero
3282,63rd Street & Lamon
3283,63rd Street & Lavergne
3284,63rd Street & Lawler
3285,63rd Street & Leamington
3288,63rd Street & Lorel
3289,63rd Street & Long
3290,63rd Street & Linder
3291,63rd Street & Central
3292,63rd Street & Major
3293,63rd Street & Menard
3294,63rd Street & Mayfield
3295,63rd Street & Austin
3296,63rd Street & Meade
3299,Narragansett & 63rd Street
3300,Narragansett & 63rd Place Terminal
3301,63rd Street & Narragansett
3302,63rd Street & Mobile
3303,63rd Street & Melvina
3304,63rd Street & Meade
3305,63rd Street & Austin
3306,63rd Street & Mayfield
3307,63rd Street & Menard
3308,63rd Street & Major
3310,63rd Street & Linder
3311,63rd Street & Long
3314,63rd Street & Latrobe
3315,63rd Street & Leamington
3316,63rd Street & Lawler
3319,Cicero & 63rd Street
3320,Cicero & 64th Street
3321,Cicero & 65th Street
3322,65th Street & Lamon
3323,65th Street & Lavergne
3324,65th Street & Leclaire
3325,5133 W 65th Street
3326,65th Street & Laramie
3327,65th Street & Lockwood
3328,65th Street & Long
3329,65th Street & Linder
3330,65th Street & Central
3331,65th Street & Major
3332,65th Street & Menard
3333,65th Street & Mayfield
3334,65th Street & Austin
3335,65th Street & Meade
3336,65th Street & Melvina
3337,65th Street & Mobile
3338,65th Street & Narragansett
3339,Karlov & Archer
3340,65th Street & Natchez
3341,65th Street & Nashville
3342,65th Street & Normandy
3343,65th Street & Oak Park
3345,65th Street & New England
3346,65th Street & Sayre
3347,65th Street & Nottingham
3348,65th Street & Harlem
3350,65th Street & Harlem
3351,65th Street & Nottingham
3352,65th Street & Sayre
3353,6900 W 65th Street
3355,65th Street & Oak Park
3356,65th Street & Normandy
3357,65th Street & Nashville
3358,65th Street & Natchez
3359,65th Street & Narragansett
3360,65th Street & Mobile
3362,65th Street & Meade
3363,65th Street & Austin
3364,65th Street & Mayfield
3365,65th Street & Menard
3366,65th Street & Major
3367,65th Street & Central
3368,65th Street & Linder
3369,65th Street & Long
3370,65th Street & Lockwood
3371,65th Street & Laramie
3372,5133 W 65th Street
3374,65th Street & Lavergne
3375,65th Street & Lamon
3376,Cicero & 65th Street
3377,Cicero & 64th Street
3378,63rd Street & Cicero
3379,63rd Street & Kilpatrick
3384,63rd Street & Kildare
3385,63rd Street & Keeler
3386,63rd Street & Karlov
3389,63rd Street & Hamlin
3391,63rd Street & Central Park
3393,63rd Street & Homan
3394,63rd Street & Spaulding
3395,63rd Street & Kedzie
3396,63rd Street & Albany
3397,63rd Street & Sacramento
3398,63rd Street & Francisco
3400,63rd Street & Washtenaw
3402,63rd Street & Campbell
3404,63rd Street & Oakley
3407,63rd Street & Hoyne
3408,63rd Street & Damen
3409,63rd Street & Wolcott
3410,63rd Street & Wood
3411,63rd Street & Paulina
3412,63rd Street & Ashland
3413,63rd Street & Ashland (Green Line)
3414,63rd Street & Laflin
3415,63rd Street & Loomis
3416,63rd Street & Throop
3417,63rd Street & Racine
3418,63rd Street & Aberdeen
3420,63rd Street & Peoria
3422,63rd Street & Union
3425,63rd Street & Normal
3429,63rd Street & Yale
3430,63rd Street & Wentworth
3432,63rd Street & State
3433,63rd Street & Wabash
3434,63rd Street & Michigan
3435,63rd Street & Indiana
3436,63rd Street & Prairie
3437,63rd Street & King Drive (Green Line)
3438,63rd Street & Eberhart
3439,63rd Street & Rhodes
3440,63rd Street & St. Lawrence
3441,63rd Street & Langley
3442,63rd Street & Cottage Grove (Green Line)
3443,63rd Street & Drexel
3444,63rd Street & Ingleside
3445,63rd Street & Ellis
3446,63rd Street & Greenwood
3447,63rd Street & University
3448,63rd Street & Woodlawn
3449,63rd Street & Kimbark
3450,63rd Street & Kenwood
3451,63rd Street & Dorchester
3452,63rd Street & Blackstone
3453,63rd Street & Stony Island
3455,95th Street & Princeton
3456,95th Street & Eggleston
3457,95th Street & Normal
3458,95th Street & Wallace
3459,95th Street & Union
3461,95th Street & Peoria
3462,95th Street & Morgan
3463,95th Street & Vincennes (Metra Station)
3464,95th Street & Vincennes
3465,95th Street & Racine
3466,95th Street & Throop
3467,95th Street & Loomis
3468,95th Street & Bishop
3469,95th Street & Laflin
3471,95th Street & Ashland
3473,95th Street & Wood
3474,95th Street & Longwood
3475,95th Street & Damen
3477,95th Street & Leavitt
3478,95th Street & Oakley
3488,95th Street & Leavitt
3489,95th Street & Hoyne
3492,95th Street & Longwood
3493,95th Street & Longwood
3494,95th Street & Vanderpoel
3496,95th Street & Ashland
3497,95th Street & Winston
3498,95th Street & Bishop
3500,95th Street & Throop
3501,95th Street & Racine
3502,95th Street & Vincennes
3503,95th Street & Morgan
3504,95th Street & Peoria
3506,95th Street & Union
3507,95th Street & Wallace
3508,95th Street & Normal
3509,95th Street & Eggleston
3510,95th Street & Princeton
3511,95th Street & Wentworth
3513,Howard & Chicago Avenue
3514,Howard & Clyde
3515,Howard & Custer
3516,Howard & Elmwood
3517,Howard & Ridge
3518,Howard & Barton
3519,Howard & Western/Asbury
3520,Howard & Ashland
3521,Howard & Florence
3522,Howard & Dewey
3523,Howard & California/Dodge
3524,Dodge & Brummel
3525,Dodge & Mulford
3526,Dodge & Kirk
3527,Oakton & Dodge
3529,Oakton & Hartrey
3530,2310 W Oakton
3532,Oakton & McCormick
3534,Oakton & St. Louis
3535,Oakton & Central Park
3536,Oakton & Lawndale
3537,Oakton & Hamlin
3538,Oakton & East Prairie
3539,Oakton & Crawford
3540,Oakton & Karlov
3541,Oakton & Keeler
3542,Oakton & Kildare
3543,Oakton & Kostner
3544,Oakton & Kilbourn
3545,Oakton & Kenton
3546,Oakton & Knox
3547,Oakton & Keating
3549,Oakton & Niles Avenue
3550,Oakton & Lincoln
3551,Lincoln & Niles Center
3552,8200 N Niles Center
3553,Niles Center & Madison
3554,Niles Center & Main
3556,Niles Center & Wright Terrace
3558,Niles Center & Crain
3559,Dempster & Niles Center
3560,Dempster & Bronx
3562,Skokie Yellow Line Station
3563,Bronx & Dempster
3564,Dempster & Bronx
3565,Bronx & Grove
3566,Bronx & Davis
3567,Gross Point & Church
3568,Skokie Blvd & Gross Point
3569,Skokie Blvd & Emerson
3570,Skokie Blvd & Foster
3571,Golf Road & Skokie Blvd
3572,Golf Road & Lamon
3573,Golf Road & Lavergne
3574,Old Orchard Mall - Macys
3575,Old Orchard Mall - Bloomingdales
3576,Golf Road & Lavergne
3577,Golf Road & Lamon
3578,Skokie Blvd & Golf Road
3579,Skokie Blvd & Foster
3580,Skokie Blvd & Emerson
3581,Skokie Blvd & Gross Point
3582,Skokie Blvd & Church
3583,Skokie Blvd & Davis
3584,Skokie Blvd & Grove
3585,Skokie Blvd & Greenwood/Niles Center
3586,Dempster & Niles Center
3587,Niles Center & Crain
3588,Niles Center & Greenleaf
3589,Niles Center & Wright Terrace
3591,Niles Center & Main
3592,Niles Center & Madison
3593,8200 N Niles Center
3594,Niles Center & Lincoln
3595,Oakton & Lincoln
3596,Oakton & Niles Avenue
3598,Oakton & Skokie Blvd
3599,Oakton & Knox
3600,Oakton & Kenton
3601,Oakton & Kilbourn
3602,Oakton & Kostner
3603,Oakton & Kildare
3604,Oakton & Keeler
3605,Oakton & Karlov
3606,Oakton & Crawford
3607,Oakton & East Prairie
3608,Oakton & Hamlin
3609,Oakton & Lawndale
3610,Oakton & Central Park
3611,Oakton & St. Louis
3612,3450 W Oakton
3613,Oakton & McCormick
3614,2424 W Oakton
3615,2310 W Oakton
3616,Oakton & Hartrey
3618,Oakton & Dodge
3619,Dodge & Kirk
3620,Dodge & Mulford
3621,Dodge & Brummel
3622,Howard & California/Dodge
3623,Howard & Washtenaw
3624,Howard & Rockwell
3625,Howard & Maplewood
3627,Howard & Western
3629,Howard & Ridge
3631,Howard & Damen
3632,Howard & Wolcott
3638,Halsted & 118th Street
3639,Halsted & 117th Street
3640,Halsted & 116th Street
3642,Halsted & 114th Street
3643,Halsted & 113th Street
3644,Halsted & 112th Street
3645,Halsted & 111th Street
3646,Halsted & 110th Street
3647,Halsted & 109th Street
3648,Halsted & 108th Street
3649,Halsted & 107th Street
3650,Halsted & 106th Street
3651,Halsted & 105th Street
3652,Halsted & 104th Street
3654,Halsted & 102nd Street
3655,Halsted & 101st Street
3656,Halsted & 100th Street
3657,Halsted & 99th Street
3659,Halsted & 97th Street
3660,Halsted & 96th Street
3661,Halsted & 95th Street
3662,Halsted & 94th Street
3664,Halsted & 92nd Street
3665,Halsted & 91st Street
3666,9030 S Halsted
3667,Halsted & 90th Street
3668,Halsted & 89th Street
3669,Halsted & 88th Street
3670,Halsted & 87th Street
3671,Halsted & Vincennes
3673,Halsted & 84th Street
3674,Halsted & 83rd Street
3675,Halsted & 82nd Street
3677,Halsted & 80th Street
3680,Perry & 79th Street Terminal
3681,Halsted & 79th Street Terminal
3682,Halsted & 80th Street
3683,Halsted & 81st Street
3684,Halsted & 82nd Street
3685,Halsted & 83rd Street
3686,Halsted & 84th Street
3687,Halsted & Summit
3688,Halsted & Vincennes
3690,Halsted & 88th Street
3691,Halsted & 89th Street
3692,Halsted & 90th Street
3693,9030 S Halsted
3694,Halsted & 91st Street
3695,Halsted & 92nd Street
3696,Halsted & 93rd Street
3697,Halsted & 94th Street
3698,Halsted & 95th Street
3699,Halsted & 96th Street
3700,Halsted & 97th Street
3701,Halsted & 98th Street
3703,Halsted & 100th Street
3704,Halsted & 101st Street
3705,Halsted & 102nd Street
3707,Halsted & 104th Street
3708,Halsted & 105th Street
3709,Halsted & 106th Street
3711,Halsted & 108th Street
3712,Halsted & 109th Street
3713,Halsted & 110th Street
3714,Halsted & 111th Street
3715,Halsted & 112th Street
3716,Halsted & 113th Street
3717,Halsted & 114th Street
3718,Halsted & 115th Street
3719,Halsted & 116th Street
3720,Halsted & 117th Street
3721,Halsted & 118th Street
3725,Milwaukee & Higgins
3726,Lawrence & Milwaukee
3728,Lawrence & Laramie/Avondale
3729,Lawrence & Leclaire
3730,Lawrence & Lavergne
3731,Lawrence & Lamon
3732,Lawrence & Cicero
3733,Lawrence & Kilpatrick
3734,Lawrence & Kenton
3737,Lawrence & Kildare
3739,Lawrence & Karlov
3741,Lawrence & Springfield
3742,Lawrence & Hamlin
3743,Lawrence & Lawndale
3744,Lawrence & Central Park
3745,Lawrence & St. Louis
3746,Lawrence & Kimball (Brown Line)
3747,Lawrence & Spaulding
3748,Lawrence & Kedzie
3749,Lawrence & Albany
3750,Lawrence & Sacramento
3752,Lawrence & California
3753,Lawrence & Washtenaw
3755,Lawrence & Campbell
3756,Lawrence & Western
3757,Lawrence & Oakley
3759,Lawrence & Hoyne
3760,Lawrence & Damen
3762,Lawrence & Ravenswood
3764,Lawrence & Paulina
3765,Lawrence & Ashland
3766,Lawrence & Clark
3767,Lawrence & Beacon
3768,Lawrence & Malden
3769,Lawrence & Broadway
3770,Lawrence Red Line Station
3771,Lawrence & Kenmore
3773,Marine Drive & Wilson
3774,4646 N Marine Drive
3775,Marine Drive & Leland
3776,Lawrence & Clarendon
3777,856 W Lawrence
3780,Lawrence Red Line Station
3781,Lawrence & Broadway
3782,Lawrence & Malden
3783,Lawrence & Beacon
3787,Lawrence & Hermitage
3788,Lawrence & Ravenswood
3791,Lawrence & Hoyne
3792,Lawrence & Leavitt
3794,Lawrence & Western
3795,Lawrence & Campbell
3801,Lawrence & Albany
3802,Lawrence & Kedzie
3803,Lawrence & Spaulding
3804,Lawrence & Kimball (Brown Line)
3805,Lawrence & St. Louis
3807,Lawrence & Lawndale
3808,Lawrence & Hamlin
3809,Lawrence & Springfield
3810,Lawrence & Pulaski
3811,Lawrence & Karlov
3812,Lawrence & Keeler
3813,Lawrence & Kildare
3814,Lawrence & Kostner
3815,Lawrence & Elston
3816,Lawrence & Kenton
3818,Lawrence & Cicero
3819,Lawrence & Lamon
3820,Lawrence & Lavergne
3821,Lawrence & Leclaire
3823,Lawrence & Lipps
3824,Grand & Latrobe Terminal
3826,Laramie & Bloomingdale
3827,Laramie & Wabansia
3829,Laramie & Le Moyne
3830,Laramie & Hirsch
3831,Laramie & Potomac
3832,Laramie & Division
3833,Laramie & Thomas
3834,Laramie & Augusta
3835,Laramie & Iowa
3837,Laramie & Huron
3838,Laramie & Ohio
3839,Laramie & Ferdinand
3841,Laramie & Fulton
3842,Laramie & Maypole
3843,Laramie & Washington
3844,Laramie & Madison
3845,Laramie & Monroe
3846,Laramie & Adams
3847,Laramie & Quincy
3848,Laramie & Jackson
3849,Laramie & Gladys
3850,Laramie & Van Buren
3851,Laramie & Congress
3852,Laramie & Harrison
3854,Lexington & Lavergne
3855,Cicero & Flournoy
3856,Harrison & Cicero
3857,Laramie & Congress
3858,Laramie & Van Buren
3862,Laramie & Adams
3864,Laramie & Madison
3865,Laramie & Washington
3866,Laramie & Maypole
3867,Laramie & Fulton
3868,Laramie & Lake (Green Line)
3869,Laramie & Ferdinand
3870,Laramie & Ohio
3871,Laramie & Huron
3873,Laramie & Iowa
3874,Laramie & Augusta
3875,Laramie & Thomas
3876,Laramie & Division
3877,Laramie & Potomac
3878,Laramie & Hirsch
3879,Laramie & Le Moyne
3880,Laramie & North Ave
3881,Laramie & Wabansia
3882,Laramie & Bloomingdale
3883,Grand & Laramie
3946,Wacker (Upper) & Lake
3954,Wacker (Upper) & Columbus
3955,Columbus (Upper) & South Water
4027,Armitage & Leclaire/Grand
4028,Armitage & Lavergne
4029,Armitage & Lamon
4030,Armitage & Lacrosse
4031,Armitage & Cicero
4032,Armitage & Kilpatrick
4033,4600 W Armitage
4034,Armitage & Kolmar
4035,Armitage & Kilbourn
4037,Armitage & Kildare
4038,Armitage & Keeler
4039,Armitage & Karlov
4040,Armitage & Pulaski
4041,Armitage & Springfield
4042,Armitage & Hamlin
4043,Armitage & Lawndale
4044,Armitage & Central Park
4047,Armitage & Kimball
4048,Armitage & Spaulding
4049,Armitage & Sawyer
4051,Armitage & Albany
4053,Armitage & Humboldt
4054,Armitage & Francisco
4055,Armitage & California
4056,Armitage & Washtenaw
4057,Armitage & Rockwell
4059,Armitage & Milwaukee
4061,Armitage & Oakley
4062,Armitage & Leavitt
4063,Armitage & Hoyne
4065,Armitage & Wolcott
4066,Armitage & Wood
4067,Armitage & Hermitage
4068,Cortland & Hermitage
4070,Cortland & Ashland
4071,Cortland & Elston
4072,Cortland & Southport
4073,Cortland & Kingsbury
4074,Racine & Maud
4075,Armitage & Seminary
4077,Armitage & Fremont
4078,Armitage & Halsted
4079,Armitage & Orchard
4080,Armitage & Larrabee
4081,Armitage & Cleveland
4082,Armitage & Lincoln/Sedgwick
4084,Armitage & Lincoln/Sedgwick
4085,Armitage & Cleveland
4086,Armitage & Larrabee
4087,Armitage & Orchard
4088,Armitage & Halsted
4089,Armitage & Fremont
4091,Armitage & Seminary
4092,Racine & Clybourn/Cortland
4093,Cortland & Kingsbury
4094,Cortland & Southport
4095,Cortland & Elston
4096,Clybourn Metra Station
4098,Cortland & Hermitage
4099,Armitage & Wood
4100,Armitage & Wolcott
4101,Armitage & Damen
4102,Armitage & Hoyne
4103,Armitage & Leavitt
4104,Armitage & Oakley
4109,Armitage & Washtenaw
4110,Armitage & California
4111,Armitage & Francisco
4113,Armitage & Humboldt
4114,Armitage & Albany
4115,Armitage & Kedzie
4116,Armitage & Sawyer
4117,Armitage & Spaulding
4120,Armitage & Drake
4121,Armitage & Central Park
4122,Armitage & Ridgeway
4124,Armitage & Springfield
4125,Armitage & Pulaski
4126,Armitage & Karlov
4127,Armitage & Keeler
4128,Armitage & Kildare
4129,Armitage & Kostner
4130,Armitage & Kilbourn
4131,Armitage & Kolmar
4132,4600 W Armitage
4133,Armitage & Kilpatrick
4134,Armitage & Cicero
4135,Armitage & Lacrosse
4136,Armitage & Laporte
4137,Armitage & Lavergne
4138,Armitage & Leclaire/Grand
4140,71st Street & Francisco
4142,California & 70th Street
4143,California & Lithuanian Plaza/69th Street
4144,California & 68th Street
4145,California & Marquette Rd
4146,California & 66th Street
4147,California & 65th Street
4148,California & 64th Street
4150,California & 62nd Street
4151,California & 61st Street
4152,California & 60th Street
4153,California & 59th Street
4154,California & 58th Street
4155,California & 57th Street
4156,California & 56th Street
4157,California & 55th Street
4158,California & 54th Street
4159,California & 53rd Street
4160,California & 52nd Street
4161,California & 51st Street
4162,Western & 51st Street
4163,Ashland Orange Line Station
4164,Ashland Orange Line Station
4165,California & 46th Street
4166,California & 45th Street
4167,California & 44th Street
4168,California & Pope John Paul II/43rd St
4169,California & 42nd Street
4172,California & Pershing
4173,California & 38th Street
4174,California & 36th Place
4175,California & 36th Street
4176,California & 35th Street
4177,California & 33rd Street
4178,3154 S California
4179,California & 31st Street
4180,California & 30th Street
4181,2900 S California
4182,2800 S California
4183,Cook County Criminal Court
4184,California & 26th Street
4185,California & 25th Street
4187,California & 23rd Street
4191,California & 19th Street
4192,California & 18th Street
4193,California & 16th Street
4194,California & Ogden
4195,California & 14th Street
4196,1303 S California
4197,California & Roosevelt
4198,California & Fillmore
4201,California & Polk
4203,California & Harrison
4208,California & Wilcox
4211,California & Washington
4212,California & Lake (Green Line)
4213,California & Walnut
4214,Fulton & California
4215,Fulton & Francisco
4216,Fulton & Sacramento
4217,Sacramento & Franklin Boulevard
4218,Sacramento & Ohio
4222,Sacramento & Franklin
4223,Fulton & Sacramento
4224,Fulton & Francisco
4225,Fulton & California
4226,California & Walnut
4231,California & Wilcox
4238,California & Polk
4240,California & Taylor
4243,1258 S California
4244,California & 14th Street
4245,California & Ogden
4246,California & Ogden
4247,California & 16th Street
4248,California & 18th Street
4249,California & 19th Street
4252,California & Cermak
4253,California & 23rd Street
4254,California & 24th Boulevard
4255,California & 25th Street
4256,California & 26th Street
4257,Cook County Criminal Court
4258,2800 S California
4259,2900 S California
4261,California & 31st Street
4262,3154 S California
4263,California & 33rd Street
4264,California & 35th Street
4265,California & 36th Street
4266,California & 36th Place
4267,California & 38th Street
4268,California & Pershing
4271,California & 42nd Street
4272,California & Pope John Paul II/43rd St
4273,California & 44th Street
4274,California & 45th Street
4275,California & 46th Street
4276,47th Street & California
4277,California & 51st Street
4278,California & 52nd Street
4279,California & 53rd Street
4280,California & 54th Street
4281,California & 55th Street
4282,California & 56th Street
4283,California & 57th Street
4284,California & 58th Street
4285,California & 59th Street
4286,California & 60th Street
4287,California & 61st Street
4288,California & 62nd Street
4290,California & 64th Street
4291,California & 65th Street
4292,California & 66th Street
4293,California & Marquette Rd
4294,California & 68th Street
4295,California & Lithuanian Plaza/69th Street
4296,California & 70th Street
4298,71st Street & Francisco
4299,71st Street & Sacramento
4300,71st Street & Albany
4301,71st Street & Kedzie
4377,Archer & Neva Terminal
4378,Archer & Nottingham
4379,Archer & Sayre
4381,Archer & Oak Park
4382,Archer & Normandy
4383,Archer & Nashville
4384,Archer & Natchez
4385,Archer & Cicero
4386,Archer & Merrimac
4389,Archer & Austin
4390,Archer & Mayfield
4392,Archer & Major
4393,Archer & Central
4394,Archer & Linder
4395,Archer & Long
4396,Archer & Lockwood
4397,Archer & Laramie
4398,Archer & Leclaire
4400,Archer & Lavergne
4401,Archer & Lamon
4402,Archer & Cicero
4403,Archer & Kilpatrick
4406,Archer & Kostner
4408,Archer & Keeler
4410,Pulaski Orange Line Station
4411,Archer & Pulaski
4413,Archer & Hamlin
4414,Archer & Lawndale
4415,Archer & 47th Street
4417,Archer & St. Louis
4418,Archer & Homan
4419,Archer & Spaulding
4422,Archer & Sacramento
4423,Archer & Francisco
4424,Archer & California
4425,Archer & Brighton
4426,Archer & 39th Place
4428,Archer & Campbell/38th Street
4429,Archer & Western Avenue
4430,Archer & 37th Street
4431,Archer & Oakley
4432,35th/Archer Orange Line Station
4433,Archer & 35th Street/Hoyne
4434,Archer & Damen
4435,Archer & 34th Street
4436,Archer & 33rd Place
4437,Archer & Wood
4438,Archer & Paulina
4439,Archer & Ashland
4440,Archer & Pitney Court
4441,Archer & Lock
4442,Archer & Arch
4443,Archer & Loomis/Fuller
4444,Archer & Bonfield
4445,Archer & Throop
4446,Archer & Poplar
4447,Archer & Senour
4448,Archer & Green
4450,Archer & Lowe
4451,Archer & Wallace
4452,Archer & 23rd Place
4453,Archer & Canal
4454,Archer & Cermak/Princeton
4457,Archer & Dearborn
4461,Archer & Dearborn
4463,Archer & Wentworth
4464,Archer & Cermak/Princeton
4465,Archer & Canal
4466,Archer & Grove
4467,Archer & Wallace
4468,Archer & Lowe
4470,Halsted Orange Line Station
4471,Archer & Senour
4472,Archer & Poplar
4474,Archer & Bonfield
4475,Archer & Loomis/Fuller
4476,Archer & Arch
4478,Archer & Pitney Court
4479,Archer & Ashland
4480,Archer & Paulina
4481,Archer & Wood
4483,Archer & 34th Street
4484,Archer & Damen
4485,Archer & 35th Street/Hoyne
4486,Leavitt & 35th Street
4487,Archer & Oakley
4489,Archer & Western Avenue
4490,Archer & Campbell/38th Street
4491,Archer & Pershing/Rockwell
4492,Archer & 39th Place
4493,Archer & Brighton
4494,Archer & California
4495,Archer & Francisco
4496,Archer & Sacramento
4498,Archer & Kedzie
4499,Archer & Spaulding
4503,Archer & 47th Street
4504,Archer & Lawndale
4505,Archer & Hamlin
4506,Archer & 49th Street/Avers
4507,Archer & Pulaski
4508,Karlov & Archer
4509,Archer & Keeler
4510,Archer & Kildare
4511,Archer & Kostner
4512,Archer & Kilbourn
4514,Archer & Kilpatrick
4515,Archer & Cicero
4516,Archer & Lamon
4517,Archer & Lavergne
4519,Archer & Leclaire
4520,Archer & Laramie
4521,Archer & Lockwood
4522,Archer & Long
4524,Archer & Central
4525,Archer & Major
4526,Archer & Menard
4529,Archer & Meade
4530,Archer & Melvina
4531,Archer & Merrimac
4535,Archer & Natchez
4536,Archer & Nashville
4537,Archer & Normandy
4538,Archer & Oak Park
4539,Archer & New England
4540,Archer & Sayre
4541,Archer & Nottingham
4542,55th Street & Cicero
4544,55th Street & Lockwood
4545,55th Street & Long
4548,55th Street & Menard
4549,55th Street & Mayfield
4550,55th Street & Austin
4551,55th Street & Meade
4553,55th Street & Merrimac
4554,55th Street & Meade
4555,55th Street & Austin
4556,Austin & 55th Street
4557,Austin & 56th Street
4559,Austin & 58th Street
4560,Austin & 59th Street
4561,5920 S Austin
4562,Austin & 60th Street
4564,Austin & 62nd Street
4565,Austin & 63rd Street
4566,Meade & 63rd Street
4568,Austin & 65th Street
4569,Austin & 64th Street
4570,Austin & 63rd Street
4571,Austin & 62nd Street
4572,Austin & 61st Street
4573,Austin & 60th Street
4574,5920 S Austin
4575,Austin & 59th Street
4576,Austin & 58th Street
4578,Austin & 56th Street
4579,Austin & 55th Street
4580,55th Street & Mayfield
4581,55th Street & Menard
4582,55th Street & Central
4583,55th Street & Linder
4584,55th Street & Long
4585,55th Street & Lockwood
4587,55th Street & Cicero
4588,Cicero & Archer
4589,Cicero & 47th Street
4591,Solidarity Drive & Aquarium
4593,Solidarity Dr & Lynn White Drive
4595,Solidarity Drive & Aquarium
4597,Cicero & 43rd Street
4600,Cicero & 63rd Street
4601,Cicero & 61st Street
4606,Cicero & Archer
4607,Cicero & Archer
4611,Cicero & 61st Street
4612,Cicero & 63rd Street
4615,Halsted & 18th Street
4618,Halsted & Polk
4619,Franklin & Adams
4623,Franklin & Randolph
4626,Orleans & Merchandise Mart
4627,Orleans & Hubbard
4628,Wells & Merchandise Mart
4630,Wells & Lake
4632,Wells & Washington
4633,Wells & Madison
4634,Wells & Monroe
4635,Wells & Adams
4636,Wells & Jackson
4638,Halsted & Harrison
4639,Halsted & Polk
4640,Halsted & Taylor
4645,63rd Street & Archer
4646,63rd Street & 76th Avenue
4647,63rd Street & 75th Avenue
4648,63rd Street & 74th Avenue
